company,projectName,location,country,industry,region,type,services,date,completed,description,lat,lng
PMC Projects India,"Water Sampling at Vizhinjam, Trivandrum","Vizhinjam, Trivandrum",India,Engineering & Construction,Asia,Geotechnical SERVICES,Geotechnical Services,01-01-2016,,"Water Sampling at Vizhinjam, Trivandrum",8.3784,76.9905
Atlantis Consultancy,Provision of Client Rep on board Cable Route Survey Vessel for AAE 1 Project,Not specified,India,Telecom Operators & Cable Owners,Asia,Submarine Cable Route Surveys,Submarine Cable Route Surveys,01-12-2015,,Provision of Client Rep on board Cable Route Survey Vessel for AAE 1 Project,19.076,72.8777
Atlantis Consultancy,As laid survey for WO-16 to BPB pipeline in Bassein field,"Bassein, Mumbai",India,Telecom Operators & Cable Owners,Asia,Offshore Platform Site & Pipeline Route Surveys,Offshore Platform Site & Pipeline Route Surveys,01-11-2015,,As laid survey for WO-16 to BPB pipeline in Bassein field,19.076,72.8777
Whitmer Offshore Pte. Ltd. / Swiber Offshore Construction Pvt. Ltd.,As laid survey for WO-16 to BPB pipeline in Bassein field,Not specified,India,Engineering & Construction,Asia,Bathymetry Survey,Bathymetry Survey,01-11-2015,,Multibeam Survey of dredge dumping and Channel Survey of 250 line km,19.076,72.8777
Adani Vizhinjam Port Pvt. Ltd.,Multibeam Bathymetric Survey at Vizhinjam,Vizhinjam,India,"Ports, Shipyards & Harbours",Asia,Bathymetry Survey,Bathymetry Survey,01-11-2015,,Multibeam Bathymetric Survey at Vizhinjam,8.3784,76.9905
Adani Vizhinjam Port Pvt. Ltd.,"Vessel Positioning Services for Mangala Refinery Project, Bhogat, Gujarat","Bhogat, Gujarat",India,"Ports, Shipyards & Harbours",Asia,Wide Area Positioning Services,Wide Area Positioning Services,01-10-2015,,"Vessel Positioning Services for Mangala Refinery Project, Bhogat, Gujarat",22.4707,70.0577
Cairn India Limited,"Free Span and CP Survey at HMPL, Mundra, Gujarat","Mundra, Gujarat",India,Oil & Gas,Asia,CP Survey,Cathodic Protection (CP) Survey,01-10-2015,,"Free Span and CP Survey at HMPL, Mundra, Gujarat",22.7754,69.7158
HPCL-Mittal Energy Ltd.,Mithi River Discharge Measurement,Mithi River,India,Oil & Gas,Asia,Bathymetry Survey,Bathymetry Survey,01-10-2015,,Mithi River Discharge Measurement,19.076,72.8777
"IIT, Bombay",Conducting field monitoring programme for data Collection for development of outer harbour in,Not specified,India,Academia & Research,Asia,Not specified,Shallow & Deep Water Oceanography,01-08-2015,,Conducting field monitoring programme for data Collection for development of outer harbour in,19.076,72.8777
Howe Engineering Projects (India) Pvt. Ltd.,Detailed Feasibility Study for Capacity Augmentation of National Waterway-1 & Detailed Engineering for its Ancillary Works and Processes between Haldia to Allahabad (Jal Marg Vikas Project),"Allahabad, Uttar Pradesh",India,Engineering & Construction,Asia,Geophysical Survey,Geophysical Survey,01-08-2015,,Detailed Feasibility Study for Capacity Augmentation of National Waterway-1 & Detailed Engineering for its Ancillary Works and Processes between Haldia to Allahabad (Jal Marg Vikas Project),25.4358,81.8463
EGS (Asia) Ltd.,Provision of personnel support on vessel Northern Endeavour,Not specified,Singapore,Submarine Cable Contractors,Asia,Submarine Cable Route Surveys,Submarine Cable Route Surveys,01-07-2015,,Provision of personnel support on vessel Northern Endeavour,1.3521,103.8198
Amwaj International,"Multibeam Seabed Survey, Sub Bottom Profiling and Collection of Soil Samples at Jaigarh Port","Jaigarh Port, Maharashtra",India,Survey & Geoscience Contractors,Asia,"Multibeam Seabed Survey, Sub Bottom Profiling AND GEOTECHNICAL SURVEY",Bathymetry Survey; Geophysical Survey; Geotechnical Services,01-06-2015,,"Multibeam Seabed Survey, Sub Bottom Profiling and Collection of Soil Samples at Jaigarh Port",17.2936,73.2189
EGS (Asia) Ltd.,Provision of personnel support on vessel EGS Surveyor,Not specified,Singapore,Submarine Cable Contractors,Asia,Submarine Cable Route Surveys,Submarine Cable Route Surveys,01-06-2015,,Provision of personnel support on vessel EGS Surveyor,1.3521,103.8198
Shankar And Co.,Marine Seismic Survey,Not specified,India,Survey & Geoscience Contractors,Asia,Geophysical Survey,Geophysical Survey,01-05-2015,,Marine Seismic Survey,19.076,72.8777
Mumbai Port Trust,Bathymetry and Sub Bottom Profiler Survey at Kanhoji Angre Island,"Kanhoji Angre Island, INDIA",India,"Ports, Shipyards & Harbours",Asia,Bathymetry SURVEY and Sub Bottom Profiler Survey,Bathymetry Survey; Geophysical Survey,01-05-2015,,Bathymetry and Sub Bottom Profiler Survey at Kanhoji Angre Island,18.8417,72.8222
"SOWiL, Navi Mumbai",Marine Survey for MTHL Project,Not specified,India,Engineering & Construction,Asia,Not specified,Bathymetry Survey; Geophysical Survey,01-05-2015,,Marine Survey for MTHL Project,19.033,73.0297
OER Services Ltd. / Swiber Offshore Construction Pvt. Ltd.,"Side Scan System – Post Lay survey of the 8"" pipeline from WO 15 to SL 4",Not specified,India,Engineering & Construction,Asia,Offshore Platform Site & Pipeline Route Surveys,Offshore Platform Site & Pipeline Route Surveys,01-04-2015,,"Side Scan System – Post Lay survey of the 8"" pipeline from WO 15 to SL 4",19.076,72.8777
Jawaharlal Nehru Port Ltd. (JNPT),"Multibeam bathymetry, Sub bottom profiler surveys and Geo technical investigation in Mumbai Harbour Channel and JN Port Channel","Jawaharlal Nehru Port, Maharashtra",India,"Ports, Shipyards & Harbours",Asia,"Bathymetry SURVEY, Geophysical Survey surveys and Geotechnical SURVEYS",Bathymetry Survey; Geophysical Survey; Geotechnical Services,01-04-2015,,"Multibeam bathymetry, Sub bottom profiler surveys and Geo technical investigation in Mumbai Harbour Channel and JN Port Channel",18.95,72.95
Dunnimaa Engineers & Divers Enterprises Pvt. Ltd.,Positioning Services at Mumbai Offshore for Great Ship India Ltd,Mumbai Offshore,India,"Marine Salvage, Diving & Shipping",Asia,Wide Area Positioning Services,Wide Area Positioning Services,01-03-2015,,Positioning Services at Mumbai Offshore for Great Ship India Ltd,19.076,72.8777
Dunnimaa Engineers & Divers Enterprises Pvt. Ltd,Positioning Services at Kakinada for ONGC,"Kakinada, Andhra Pradesh",India,"Marine Salvage, Diving & Shipping",Asia,Wide Area Positioning Services,Wide Area Positioning Services,01-03-2015,,Positioning Services at Kakinada for ONGC,16.9891,82.2475
Reliance Infrastructure Limited,Survey to assess the physical condition of Raw Water Pipeline in 600 M at damage location at Sasan UMPP,"Sasan UMPP, Madhya Pradesh",India,Engineering & Construction,Asia,Offshore Platform Site & Pipeline Route Surveys,Offshore Platform Site & Pipeline Route Surveys,01-02-2015,,Survey to assess the physical condition of Raw Water Pipeline in 600 M at damage location at Sasan UMPP,23.9786,82.6322
Telecommunications Consultants India Limited (TCIL),"Desktop Study (DTS) for connecting Andaman & Nicobar Island with Chennai, India on Submarine Optical Fibre Cable",Andaman & Nicobar Island AND Chennai,India,Telecom Operators & Cable Owners,Asia,Desktop Study for Offshore Projects AND Submarine Cable Route Surveys,Desktop Study for Offshore Projects; Submarine Cable Route Surveys,01-03-2015,,"Desktop Study (DTS) for connecting Andaman & Nicobar Island with Chennai, India on Submarine Optical Fibre Cable",11.9761,92.9876
Jawaharlal Nehru Port Trust,Multibeam Bathymetry and Sub-Bottom Profiler Survey at JNPT and Mumbai Port,"JNPT, Navi Mumbai",India,"Ports, Shipyards & Harbours",Asia,Geophysical Survey,Geophysical Survey; Bathymetry Survey,01-11-2011,Completed in December 2011,Multibeam Bathymetry and Sub-Bottom Profiler Survey at JNPT and Mumbai Port (Completed in December 2011),18.9499,72.9512
HMR Environmental Engineering Consultants,"Site Investigation and studies off Sur, Oman","Sohar, Oman",Oman,Engineering & Construction,Middle East,Bathymetry Survey,Bathymetry Survey,01-09-2011,Completed in December 2011,"Site Investigation and studies off Sur, Oman (Completed in December 2011)",24.3643,56.7462
Jaisu Shipping Company Pvt. Ltd.,Seabed Engineering Survey for Mumbai Port Trust,"Mumbai, Maharashtra",India,"Marine Salvage, Diving & Shipping",Asia,Bathymetry Survey,Bathymetry Survey,01-09-2011,Completed in Sept 2011,Seabed Engineering Survey for Mumbai Port Trust (Completed in Sept 2011),19.076,72.8777
"Reliance Globalcom Ltd., UK",Additional UXO search / Cable Route Survey for Iraq Spur (addendum to Main contract),Iraq,Iraq,Telecom Operators & Cable Owners,Middle East,Gradiometer Surveys for UXO Search,Gradiometer Surveys for UXO Search; Submarine Cable Route Surveys,01-08-2011,Completed in September 2011,Additional UXO search / Cable Route Survey for Iraq Spur (addendum to Main contract) (Completed in September 2011),29.9772,48.4724
"Pipavav Shipyard Ltd., Mumbai","Bathymetry, Oceanographic Survey for Mathematical Modelling","Mumbai, Maharashtra",India,"Ports, Shipyards & Harbours",Asia,Shallow & Deep Water Oceanography,Shallow & Deep Water Oceanography; Bathymetry Survey,01-08-2011,Completed in September 2011,"Bathymetry, Oceanographic Survey for Mathematical Modelling (Completed in September 2011)",19.076,72.8777
TE Subcom / Amphibia Consultants,GBI segment 15 Cable Route Survey,India,India,Telecom Operators & Cable Owners,Asia,Submarine Cable Route Surveys,Submarine Cable Route Surveys,01-03-2011,Completed in June 2011,GBI segment 15 Cable Route Survey (Completed in June 2011),19.076,72.8777
"Varuna Global Services, Navi Mumbai",Seabed Engineering and Oceanographic Surveys for the development of Vijaydurg Port,"Vijaydurg, Maharashtra",India,"Marine Salvage, Diving & Shipping",Asia,Shallow & Deep Water Oceanography,Shallow & Deep Water Oceanography,01-02-2011,Completed in March 2011,Seabed Engineering and Oceanographic Surveys for the development of Vijaydurg Port (Completed in March 2011),16.556,73.3339
"International Seaport Dredging Ltd., Kakinada",Magnetometer Survey,"Kakinada, Andhra Pradesh",India,Engineering & Construction,Asia,Geophysical Survey,Geophysical Survey,01-01-2011,Completed in February 2011,Magnetometer Survey (Completed in February 2011),16.9891,82.2475
"Reliance Globalcom Ltd., UK",CPT Survey off Iraq (addendum to Main contract),Iraq,Iraq,Telecom Operators & Cable Owners,Middle East,Geotechnical Services,Geotechnical Services,01-12-2010,Completed in January 2011,CPT Survey off Iraq (addendum to Main contract) (Completed in January 2011),29.9772,48.4724
"Yak Group, Navi Mumbai","Hydrographic Survey in Narmada River, Bharuch","Mumbai, Maharashtra",India,"Marine Salvage, Diving & Shipping",Asia,Bathymetry Survey,Bathymetry Survey,01-12-2010,Completed in December 2010,"Hydrographic Survey in Narmada River, Bharuch (Completed in December 2010)",19.076,72.8777
"E-marine PJSC, UAE","ROV Search Survey, Mumbai","Mumbai, Maharashtra",India,Submarine Cable Contractors,Asia,Geophysical Survey,Geophysical Survey,01-12-2010,Completed in December 2010,"ROV Search Survey, Mumbai (Completed in December 2010)",19.076,72.8777
"Central Water Commission, New Delhi",Capacity Survey on Dudhwa Reservoir,Dudhwa Reservoir,India,"Government, Defence & Public Sector",Asia,Shallow & Deep Water Oceanography,Shallow & Deep Water Oceanography,01-12-2010,Completed in January 2011,Capacity Survey on Dudhwa Reservoir (Completed in January 2011),22.6,81.0
"Reliance Globalcom Ltd., UK",UXO Data Processing for Cable Route Survey off Iraq (addendum to Main contract),Iraq,Iraq,Telecom Operators & Cable Owners,Middle East,Gradiometer Surveys for UXO Search,Gradiometer Surveys for UXO Search; Submarine Cable Route Surveys,01-12-2010,Completed in January 2011,UXO Data Processing for Cable Route Survey off Iraq (addendum to Main contract) (Completed in January 2011),29.9772,48.4724
"Geo Structurals Ltd., Kochi",Bathymetry and Seismic Survey at proposed port for KSIIDC at Tadri,"Kochi, Kerala",India,Engineering & Construction,Asia,Geophysical Survey,Geophysical Survey; Bathymetry Survey,01-12-2010,Completed in January 2011,Bathymetry and Seismic Survey at proposed port for KSIIDC at Tadri (Completed in January 2011),9.9312,76.2673
"Pipavav Shipyard Ltd, Mumbai",Bathymetry Survey at Pipavav,"Mumbai, Maharashtra",India,"Ports, Shipyards & Harbours",Asia,Bathymetry Survey,Bathymetry Survey,01-12-2010,Completed in December 2010,Bathymetry Survey at Pipavav (Completed in December 2010),19.076,72.8777
"Maritime & Underwater Security Consultants (MUSC), UK",UXO Mitigation Project off Iraq,Iraq,Iraq,"Government, Defence & Public Sector",Middle East,Gradiometer Surveys for UXO Search,Gradiometer Surveys for UXO Search,01-11-2010,Completed in December 2010,UXO Mitigation Project off Iraq (Completed in December 2010),29.9772,48.4724
"MUSC FZE, UAE",Survey Support for UXO Mitigation Project of SOC/MUSC off Iraq,Iraq,Iraq,"Government, Defence & Public Sector",Middle East,Gradiometer Surveys for UXO Search,Gradiometer Surveys for UXO Search; Consultancy for Offshore Projects,01-10-2010,Completed in July 2011,Survey Support for UXO Mitigation Project of SOC/MUSC off Iraq (Completed in July 2011),29.9772,48.4724
"Mumbai Port Trust, Mumbai","Search Survey (Containers, Debris & Other objects)","Mumbai, Maharashtra",India,"Ports, Shipyards & Harbours",Asia,Geophysical Survey,Geophysical Survey,01-08-2010,Completed in August 2010,"Search Survey (Containers, Debris & Other objects) (Completed in August 2010)",19.076,72.8777
"Reliance Globalcom Ltd., UK",UXO search / Cable Route Survey for Iraq Spur,Iraq,Iraq,Telecom Operators & Cable Owners,Middle East,Gradiometer Surveys for UXO Search,Gradiometer Surveys for UXO Search; Submarine Cable Route Surveys,01-08-2010,Completed in October 2010,UXO search / Cable Route Survey for Iraq Spur (Completed in October 2010),29.9772,48.4724
"Smit Salvage, Singapore","Search Survey (Containers, Debris & Other objects) in Mumbai Harbour","Mumbai, Maharashtra",India,"Marine Salvage, Diving & Shipping",Asia,Geophysical Survey,Geophysical Survey,01-08-2010,Completed in September 2010,"Search Survey (Containers, Debris & Other objects) in Mumbai Harbour (Completed in September 2010)",19.076,72.8777
Adani Kandla Bulk Terminal Pvt. Ltd.,Multibeam Survey of dredge dumping and Channel Survey of 250 line km,"Kandla, Gujarat",India,"Ports, Shipyards & Harbours",Asia,Bathymetry Survey,Bathymetry Survey,01-11-2015,Completed in November 2015,Multibeam Survey of dredge dumping and Channel Survey of 250 line km at Kandla (Completed in November 2015),23.0333,70.2167
Atlantis Consultancy,DTS at Versova and KharDanda,"Mumbai, Maharashtra",India,Telecom Operators & Cable Owners,Asia,Desktop Study for Offshore Projects,Desktop Study for Offshore Projects,01-09-2020,Completed in September 2020,DTS at Versova and KharDanda (Completed in September 2020),19.076,72.8777
EGS (Asia) Ltd.,Provision of Personnel Support onboard vessel Ridley Thomas,India,India,Submarine Cable Contractors,Asia,Submarine Cable Route Surveys,Submarine Cable Route Surveys,01-01-2020,Completed in March 2020,Provision of Personnel Support onboard vessel Ridley Thomas (Completed in March 2020),19.076,72.8777
Sapura Engineering & Construction (India) Pvt. Ltd.,Additional Topographic Survey at Pirpau Location,"Mumbai, Maharashtra",India,Engineering & Construction,Asia,Topographic Survey,Topographic Survey,01-10-2018,Completed in October 2018,Additional Topographic Survey at Pirpau Location (Completed in October 2018),19.076,72.8777
EGS (Asia) Ltd.,Provision of Personnel Support on board vessel EGS Surveyor,India,India,Submarine Cable Contractors,Asia,Submarine Cable Route Surveys,Submarine Cable Route Surveys,01-11-2016,Completed in December 2016,Provision of Personnel Support on board vessel EGS Surveyor (Completed in December 2016),19.076,72.8777
Tridel Meteorology Projects Contracting LLC,Provision of Survey Personnel for On-site Services,India,India,Survey & Geoscience Contractors,Asia,Consultancy for Offshore Projects,Consultancy for Offshore Projects,01-04-2016,On call basis,Provision of Survey Personnel for On-site Services (On call basis),19.076,72.8777
EGS (Asia) Ltd,"Landfall survey operation for SMW5 Submarine Fibre Optic Cable Project, Bangladesh",Bangladesh,Bangladesh,Submarine Cable Contractors,Asia,Submarine Cable Route Surveys,Submarine Cable Route Surveys,01-03-2015,Completed in January 2016,"Landfall survey operation for SMW5 Submarine Fibre Optic Cable Project, Bangladesh (Completed in January 2016)",22.2,91.5
Aryas Surveyors and Contractors Pvt. Ltd.,Bathymetry and Topo Survey of Chandil Reservoir under Subernarekha Multipurpose Project (SMP) - Jharkhand,"Chandil, Jharkhand",India,Survey & Geoscience Contractors,Asia,Topographic Survey,Topographic Survey; Shallow & Deep Water Oceanography; Bathymetry Survey,01-02-2015,Completed in March 2015,Bathymetry and Topo Survey of Chandil Reservoir under Subernarekha Multipurpose Project (SMP) - Jharkhand (Completed in March 2015),22.9667,86.05
Vizhinjam International Seaport Limited,Shoreline Monitoring - Oceanographic & Bathymetric Data Collection,"Vizhinjam, Kerala",India,"Ports, Shipyards & Harbours",Asia,Shallow & Deep Water Oceanography,Shallow & Deep Water Oceanography; Bathymetry Survey,01-02-2015,Completed in February 2016,Shoreline Monitoring - Oceanographic & Bathymetric Data Collection (Completed in February 2016),8.3784,76.9905
Mumbai Port Trust,Bathymetry and Sub Bottom Profiling Survey of Areas in the Port of Mumbai,"Mumbai, Maharashtra",India,"Ports, Shipyards & Harbours",Asia,Geophysical Survey,Geophysical Survey; Bathymetry Survey,01-01-2015,Completed in February 2015,Bathymetry and Sub Bottom Profiling Survey of Areas in the Port of Mumbai (Completed in February 2015),19.076,72.8777
EGS (Asia) Ltd,Survey Support services on vessel Northern Endeavour,India,India,Submarine Cable Contractors,Asia,Submarine Cable Route Surveys,Submarine Cable Route Surveys,01-01-2015,Completed in March 2015,Survey Support services on vessel Northern Endeavour (Completed in March 2015),19.076,72.8777
EGS (Asia) Ltd,Survey Support services on vessel Geo Explorer,India,India,Submarine Cable Contractors,Asia,Submarine Cable Route Surveys,Submarine Cable Route Surveys,01-01-2015,Completed in March 2015,Survey Support services on vessel Geo Explorer (Completed in March 2015),19.076,72.8777
Arihant Ship Breakers,Clearance Survey off Candolim Beach at Goa,Goa,India,"Marine Salvage, Diving & Shipping",Asia,Geophysical Survey,Geophysical Survey,01-01-2015,Completed in January 2015,Clearance Survey off Candolim Beach at Goa (Completed in January 2015),15.3838,73.8089
Pipavav Defence and Offshore Engineering Company Ltd.,Site clearance at Pipavav Port,"Pipavav, Gujarat",India,"Ports, Shipyards & Harbours",Asia,Geophysical Survey,Geophysical Survey,01-12-2014,Completed in December 2014,Site clearance at Pipavav Port (Completed in December 2014),20.9083,71.4556
Dahej Harbour Infrastructure Limited,"Bathymetric Survey of DHIL Jetty at Dahej, Gujarat","Dahej, Gujarat",India,"Ports, Shipyards & Harbours",Asia,Bathymetry Survey,Bathymetry Survey,01-12-2014,Completed in December 2014,"Bathymetric Survey of DHIL Jetty at Dahej, Gujarat (Completed in December 2014)",21.7,72.57
EGS (Asia) Ltd.,"BBG (Bay of Bengal Gate) Submarine Cable Route Survey off Colombo and Matara, Sri Lanka",Sri Lanka,Sri Lanka,Submarine Cable Contractors,Asia,Submarine Cable Route Surveys,Submarine Cable Route Surveys,01-12-2014,Completed in January 2015,"BBG (Bay of Bengal Gate) Submarine Cable Route Survey off Colombo and Matara, Sri Lanka (Completed in January 2015)",6.9271,79.8612
Prayati Shipping Pvt. Ltd.,Stage II of Clearance Survey of wreck of M.V. River Princes off Goa Coast,Goa,India,"Marine Salvage, Diving & Shipping",Asia,Geophysical Survey,Geophysical Survey,01-10-2014,Completed in October 2014,Stage II of Clearance Survey of wreck of M.V. River Princes off Goa Coast (Completed in October 2014),15.3838,73.8089
APM Terminal Pipavav,Bathymetric Survey at Gujarat Pipavav Port Limited,"Pipavav, Gujarat",India,"Ports, Shipyards & Harbours",Asia,Bathymetry Survey,Bathymetry Survey,01-10-2014,Completed in October 2014,Bathymetric Survey at Gujarat Pipavav Port Limited (Completed in October 2014),20.9083,71.4556
EGS (Asia) Ltd.,Survey Support Services in Indonesia on vessel EGS Surveyor,Indonesia,Indonesia,Submarine Cable Contractors,Asia,Submarine Cable Route Surveys,Submarine Cable Route Surveys,01-09-2014,Completed November 2014,Survey Support Services in Indonesia on vessel EGS Surveyor (Completed November 2014),-6.2088,106.8456
Maritime & Underwater Security Consultants,"Survey Support Services for Van Oord Dredging UXO Relocation Survey, Kuwait",Kuwait,Kuwait,"Government, Defence & Public Sector",Middle East,Gradiometer Surveys for UXO Search,Gradiometer Surveys for UXO Search; Bathymetry Survey; Consultancy for Offshore Projects,01-09-2014,Completed in October 2014,"Survey Support Services for Van Oord Dredging UXO Relocation Survey, Kuwait (Completed in October 2014)",29.3759,47.9774
Maritime & Underwater Security Consultants,"Survey Support Services for UXO Survey - KNPC, Kuwait",Kuwait,Kuwait,"Government, Defence & Public Sector",Middle East,Gradiometer Surveys for UXO Search,Gradiometer Surveys for UXO Search; Consultancy for Offshore Projects,01-07-2014,Completed in September 2014,"Survey Support Services for UXO Survey - KNPC, Kuwait (Completed in September 2014)",29.3759,47.9774
EGS (Asia) Ltd.,"Survey Support Services at Hanoi, Vietnam","Hanoi, Vietnam",Vietnam,Submarine Cable Contractors,Asia,Submarine Cable Route Surveys,Submarine Cable Route Surveys,01-07-2014,Completed in August 2014,"Survey Support Services at Hanoi, Vietnam (Completed in August 2014)",21.0278,105.8342
Amphibia Consultants Pvt. Ltd.,Survey work for BBG Cable Route Project at Mumbai and Chennai,"Chennai, Tamil Nadu",India,Telecom Operators & Cable Owners,Asia,Submarine Cable Route Surveys,Submarine Cable Route Surveys,01-06-2014,Completed in October 2014,Survey work for BBG Cable Route Project at Mumbai and Chennai (Completed in October 2014),13.0827,80.2707
"Petrolinvest DD, Bosnia",High Priority Survey for Iraq Common Seawater Supply Project,Iraq,Iraq,Oil & Gas,Middle East,Bathymetry Survey,Bathymetry Survey,01-06-2014,Project was awarded but not implemented,High Priority Survey for Iraq Common Seawater Supply Project (Project was awarded but not implemented),29.9772,48.4724
Albatross Marine Services,"Salvage of Anchor in P&V Channel, Mumbai Port","Mumbai, Maharashtra",India,"Marine Salvage, Diving & Shipping",Asia,Geophysical Survey,Geophysical Survey,01-05-2014,Completed in May 2014,"Salvage of Anchor in P&V Channel, Mumbai Port (Completed in May 2014)",19.076,72.8777
EGS (Asia) Ltd.,"Provision of Personnel for Services Provided in Colombo, vessel Northern Endeavour",Sri Lanka,Sri Lanka,Submarine Cable Contractors,Asia,Submarine Cable Route Surveys,Submarine Cable Route Surveys,01-05-2014,Completed in July 2014,"Provision of Personnel for Services Provided in Colombo, vessel Northern Endeavour (Completed in July 2014)",6.9271,79.8612
Angre Port Pvt. Limited,Survey of Dredge Channel using Dual Frequency Echosounder of Multibeam Echosounder,"Jaigad/Angre Port, Maharashtra",India,"Ports, Shipyards & Harbours",Asia,Bathymetry Survey,Bathymetry Survey,01-03-2014,Completed in March 2014,Survey of Dredge Channel using Dual Frequency Echosounder of Multibeam Echosounder (Completed in March 2014),17.2,73.25
Arihant Ship Breakers,"Survey of wreck of MV River Princess, off Candolim, Goa",Goa,India,"Marine Salvage, Diving & Shipping",Asia,Geophysical Survey,Geophysical Survey,01-03-2014,Completed in April 2014,"Survey of wreck of MV River Princess, off Candolim, Goa (Completed in April 2014)",15.3838,73.8089
Resolve Marine Group,UXO Search Survey Near Sunken Submarine for Resolve Marine Group at Naval Dockyard,India,India,"Marine Salvage, Diving & Shipping",Asia,Gradiometer Surveys for UXO Search,Gradiometer Surveys for UXO Search; Geophysical Survey,01-02-2014,Completed in March 2014,UXO Search Survey Near Sunken Submarine for Resolve Marine Group at Naval Dockyard (Completed in March 2014),19.076,72.8777
Maritime & Underwater Security Consultants,Bathymetry Survey off Iraq,Iraq,Iraq,"Government, Defence & Public Sector",Middle East,Bathymetry Survey,Bathymetry Survey,01-02-2014,Completed in February 2014,Bathymetry Survey off Iraq (Completed in February 2014),29.9772,48.4724
Dharti Dredging and Infrastructure Ltd.,Barge Positioning,India,India,Engineering & Construction,Asia,Wide Area Positioning Services,Wide Area Positioning Services,01-01-2014,Completed in April 2014,Barge Positioning (Completed in April 2014),19.076,72.8777
EGS (Asia) Ltd,BBG Submarine Cable Route Survey off Colombo,Sri Lanka,Sri Lanka,Submarine Cable Contractors,Asia,Submarine Cable Route Surveys,Submarine Cable Route Surveys,01-12-2013,Completed in December 2013,BBG Submarine Cable Route Survey off Colombo (Completed in December 2013),6.9271,79.8612
EGS (Asia) Ltd,Provision of Personnel for Services provided in Cebu,Philippines,Philippines,Submarine Cable Contractors,Asia,Submarine Cable Route Surveys,Submarine Cable Route Surveys,01-11-2013,Completed in November 2013,Provision of Personnel for Services provided in Cebu (Completed in November 2013),10.3157,123.8854
Dahej Harbour Infrastructure Limited,Bathymetric Survey of DHIL Jetty,"Dahej, Gujarat",India,"Ports, Shipyards & Harbours",Asia,Bathymetry Survey,Bathymetry Survey,01-11-2013,Completed in November 2013,Bathymetric Survey of DHIL Jetty (Completed in November 2013),21.7,72.57
Dharti Dredging and Infrastructure Ltd.,"Consultancy services for Pinger Survey at Kakinada, Yanam GSPC Project","Kakinada, Andhra Pradesh",India,Engineering & Construction,Asia,Geophysical Survey,Geophysical Survey; Consultancy for Offshore Projects,01-11-2013,Completed in November 2013,"Consultancy services for Pinger Survey at Kakinada, Yanam GSPC Project (Completed in November 2013)",16.9891,82.2475
APM Terminals Pipavav,Multibeam Bathymetric Survey at APM Terminals Pipavav,"Pipavav, Gujarat",India,"Ports, Shipyards & Harbours",Asia,Bathymetry Survey,Bathymetry Survey,01-10-2013,Completed in October 2013,Multibeam Bathymetric Survey at APM Terminals Pipavav (Completed in October 2013),20.9083,71.4556
Reliance Industries Limited,Deep Water Real Time Current Measurement & MetOcean Services,India,India,Oil & Gas,Asia,Shallow & Deep Water Oceanography,Shallow & Deep Water Oceanography,01-07-2013,Completed,Deep Water Real Time Current Measurement & MetOcean Services (Completed),19.076,72.8777
Mumbai Port Trust,Bathymetry Survey at MPT,"Mumbai, Maharashtra",India,"Ports, Shipyards & Harbours",Asia,Bathymetry Survey,Bathymetry Survey,01-07-2013,Completed in July 2013,Bathymetry Survey at MPT (Completed in July 2013),19.076,72.8777
HPCL-Mittal Energy Ltd.,Hydraulic Survey at the SPM location at Mundra,"Mundra, Gujarat",India,Oil & Gas,Asia,Offshore Platform Site & Pipeline Route Surveys,Offshore Platform Site & Pipeline Route Surveys; Shallow & Deep Water Oceanography,01-06-2013,Completed in June 2014,Hydraulic Survey at the SPM location at Mundra (Completed in June 2014),22.8394,69.7219
Engineers India Ltd.,"As-Built Survey of Breakwaters at RGPPL, Dabhol","Dabhol, Maharashtra",India,"Government, Defence & Public Sector",Asia,Offshore Platform Site & Pipeline Route Surveys,Offshore Platform Site & Pipeline Route Surveys,01-05-2013,Completed in May 2013,"As-Built Survey of Breakwaters at RGPPL, Dabhol (Completed in May 2013)",17.5851,73.1802
Maritime & Underwater Security Consultants,Survey Support Services (Provision of professional Personnel and Equipment) for Al Faw Grand Port Project,Iraq,Iraq,"Government, Defence & Public Sector",Middle East,Consultancy for Offshore Projects,Consultancy for Offshore Projects,01-04-2013,Completed in July 2013,Survey Support Services (Provision of professional Personnel and Equipment) for Al Faw Grand Port Project (Completed in July 2013),29.9772,48.4724
EGS Asia Limited,Provision of Personnel for services in Brazil,Brazil,Brazil,Submarine Cable Contractors,South America,Submarine Cable Route Surveys,Submarine Cable Route Surveys,01-04-2013,Completed in April 2013,Provision of Personnel for services in Brazil (Completed in April 2013),-22.9068,-43.1729
Vizhinjam International Seaport Limited,"Current, Wave and Tidal observations (for one year)","Vizhinjam, Kerala",India,"Ports, Shipyards & Harbours",Asia,Shallow & Deep Water Oceanography,Shallow & Deep Water Oceanography,01-01-2013,Completed in February 2014,"Current, Wave and Tidal observations (for one year) (Completed in February 2014)",8.3784,76.9905
APM Terminals Pipavav,Multibeam Bathymetry Survey at Terminal Pipavav Port,"Pipavav, Gujarat",India,"Ports, Shipyards & Harbours",Asia,Bathymetry Survey,Bathymetry Survey,01-11-2012,Completed in December 2012,Multibeam Bathymetry Survey at Terminal Pipavav Port (Completed in December 2012),20.9083,71.4556
Cargo Motors Pvt. Ltd.,Marine Geophysical Survey at Nargol,"Nargol, Gujarat",India,Industrial & Materials,Asia,Geophysical Survey,Geophysical Survey,01-11-2012,Completed in December 2012,Marine Geophysical Survey at Nargol (Completed in December 2012),20.2333,72.75
